review_id,product_name,review_text,rating,sentiment
REV10123,Office Chair,Very disappointed. Not worth it. Customer service is bad.,2,negative
REV10597,Phone Case,Amazing quality. The delivery is great.,5,positive
REV10320,Blender Pro,The material is great. Not disappointed at all. Highly recommend.,5,positive
REV10029,Wireless Earbuds,Worth every penny. The design is great.,4,positive
REV11080,Backpack,Exceeded expectations but waste of money. As expected.,3,neutral
REV10282,Desk Lamp,The material is great. Excellent.,4,positive
REV11426,Phone Case,Okay. The packaging is fine.,3,neutral
REV10647,Desk Lamp,Very disappointed. The design is bad.,1,negative
REV10489,Office Chair,The delivery is great. Highly recommend.,4,positive
REV10924,Backpack,Excellent. The design is great.,5,positive
REV11471,Running Shoes,Neither good nor bad. Super happy but waste of money.,3,neutral
REV10375,Blender Pro,Not disappointed at all. Fantastic. Customer service is great.,4,positive
REV10344,Laptop X1,Fast and smooth but worst purchase. As expected.,3,negative
REV12457,Backpack,The packaging is fine. Average.,3,neutral
REV11039,Office Chair,Great but worst purchase. Average.,3,neutral
REV11488,Smart Watch,The price is bad. Regret buying.,1,negative
REV10042,Desk Lamp,Great. The packaging is great.,4,positive
REV12576,Laptop X1,Not disappointed at all. The delivery is great. Works perfectly.,4,positive
REV12592,Laptop X1,Exactly as described. The build quality is great.,4,positive
REV11901,Desk Lamp,Super happy. The packaging is great.,5,positive
REV10141,Laptop X1,Fantastic. The size is great. Not disappointed at all.,5,negative
REV11822,Desk Lamp,The design is great. Highly recommend.,4,positive
REV11021,Phone Case,Regret buying. The material is bad.,1,negative
REV10754,Backpack,Fantastic. Not disappointed at all. The price is great.,5,positive
REV11475,Desk Lamp,The material is bad. Not worth it. Worst purchase.,2,negative
REV11152,Phone Case,The build quality is great. Exceeded expectations.,5,neutral
REV11996,Phone Case,Cheaply made. Customer service is bad.,1,negative
REV10531,Laptop X1,The price is bad. Not worth it. Stopped working.,2,negative
REV10401,Running Shoes,The price is bad. Waste of money.,1,negative
REV11756,Blender Pro,Not disappointed at all. Customer service is great. Fast and smooth.,4,positive
REV10272,Phone Case,Waste of money. Customer service is bad.,1,negative
REV11961,Backpack,Customer service is great. Love it.,4,positive
REV10635,Laptop X1,Fantastic but stopped working. As expected.,3,neutral
REV11573,Backpack,Great. The delivery is great.,5,positive
REV10172,Backpack,The delivery is great. Worth every penny.,4,positive
REV10825,Running Shoes,Amazing quality. The size is great.,4,positive
REV10616,Phone Case,Great. The design is great.,5,positive
REV11911,Blender Pro,Very reliable. The size is great.,4,positive
REV10676,Blender Pro,The build quality is great. Exactly as described.,4,positive
REV11500,Desk Lamp,The price is bad. Not worth it. Would not recommend.,1,negative
REV12039,Running Shoes,The build quality is great. Fast and smooth. Not disappointed at all.,5,positive
REV11681,Running Shoes,Excellent. Customer service is great.,5,positive
REV11553,Backpack,Average. Excellent but stopped working.,3,neutral
REV11967,Coffee Maker,Excellent. The design is great.,4,positive
REV12294,Desk Lamp,Fine i guess. Love it but terrible.,3,neutral
REV10801,Laptop X1,Average. The material is fine.,3,neutral
REV10035,Office Chair,Very reliable. The packaging is great.,5,positive
REV10671,Wireless Earbuds,The price is fine. Decent for the price.,3,neutral
REV12431,Smart Watch,Decent for the price. Works perfectly but regret buying.,3,neutral
REV11419,Coffee Maker,The material is great. Exactly as described.,4,positive
REV11583,Desk Lamp,Customer service is fine. Neither good nor bad.,3,neutral
REV11261,Running Shoes,Cheaply made. The battery life is bad.,2,negative
REV12216,Laptop X1,The price is great. Excellent. Not disappointed at all.,4,positive
REV10030,Coffee Maker,Not disappointed at all. The price is great. Fantastic.,5,positive
REV11132,Laptop X1,Fine i guess. The price is fine.,3,neutral
REV12326,Smart Watch,Excellent. Not disappointed at all. The delivery is great.,5,positive
REV11001,Laptop X1,Customer service is great. Amazing quality.,4,positive
REV12454,Desk Lamp,Great. Customer service is great.,5,positive
REV11060,Phone Case,Customer service is bad. Poor quality.,1,negative
REV10997,Laptop X1,The packaging is fine. Decent for the price.,3,neutral
REV11206,Smart Watch,Exactly as described but poor quality. Average.,3,neutral
REV10872,Running Shoes,Would not recommend. Customer service is bad.,1,negative
REV10013,Office Chair,Customer service is great. Great.,4,positive
REV11278,Smart Watch,The price is great. Fast and smooth.,4,positive
REV10993,Laptop X1,As expected. Exceeded expectations but terrible.,3,positive
REV11233,Office Chair,Terrible. The price is bad.,2,negative
REV10936,Desk Lamp,The size is great. Highly recommend.,4,positive
REV11480,Laptop X1,Decent for the price. Exactly as described but would not recommend.,3,neutral
REV12544,Laptop X1,Not disappointed at all. Super happy. The material is great.,5,positive
REV10442,Office Chair,Fine i guess. Fantastic but would not recommend.,3,neutral
REV10214,Wireless Earbuds,The design is great. Exceeded expectations.,5,positive
REV11346,Wireless Earbuds,Works perfectly. Not disappointed at all. The material is great.,4,positive
REV12036,Desk Lamp,The size is great. Amazing quality.,4,positive
REV11725,Desk Lamp,Super happy but worst purchase. Mediocre.,3,neutral
REV11276,Office Chair,The packaging is bad. Terrible.,2,negative
REV11335,Running Shoes,The battery life is bad. Waste of money.,1,negative
REV12461,Phone Case,Terrible. The build quality is bad.,2,negative
REV11100,Desk Lamp,Mediocre. The material is fine.,3,neutral
REV12456,Wireless Earbuds,Super happy. The delivery is great.,4,positive
REV11988,Blender Pro,Customer service is bad. Not worth it. Would not recommend.,2,negative
REV12064,Smart Watch,The battery life is great. Excellent.,4,positive
REV11775,Office Chair,Super happy. The packaging is great.,5,positive
REV10726,Running Shoes,The design is great. Fantastic.,4,positive
REV12156,Desk Lamp,The delivery is great. Exactly as described.,4,positive
REV12452,Office Chair,Not worth it. The material is bad. Terrible.,2,negative
REV12057,Laptop X1,Cheaply made. The build quality is bad.,2,negative
REV11764,Blender Pro,The design is great. Works perfectly.,4,positive
REV12574,Office Chair,Exceeded expectations. The build quality is great.,5,positive
REV11343,Wireless Earbuds,The packaging is bad. Cheaply made. Not worth it.,1,negative
REV10346,Running Shoes,Fine i guess. The delivery is fine.,3,neutral
REV10270,Office Chair,Super happy. The size is great.,4,positive
REV12091,Office Chair,The design is great. Works perfectly.,4,positive
REV10679,Smart Watch,Worth every penny but waste of money. Nothing special.,3,neutral
REV11016,Blender Pro,Works perfectly. The price is great.,4,positive
REV11460,Blender Pro,Decent for the price. The size is fine.,3,neutral
REV12265,Coffee Maker,The battery life is bad. Stopped working.,2,negative
REV10292,Office Chair,As expected. The material is fine.,3,neutral
REV10085,Laptop X1,The size is great. Amazing quality.,4,positive
REV11951,Blender Pro,Customer service is bad. Poor quality.,2,negative
REV10741,Laptop X1,Excellent. The price is great.,4,positive
REV10737,Backpack,Arrived damaged. The design is bad. Not worth it.,2,negative
REV10920,Blender Pro,The battery life is great. Excellent.,5,positive
REV10290,Blender Pro,The build quality is bad. Not worth it. Worst purchase.,2,negative
REV11503,Office Chair,The material is great. Fantastic.,5,positive
REV11673,Blender Pro,Worth every penny. The design is great.,5,positive
REV11106,Blender Pro,Worst purchase. The price is bad.,1,negative
REV11184,Desk Lamp,Terrible. Not worth it. The battery life is bad.,1,negative
REV10217,Wireless Earbuds,The price is great. Exceeded expectations. Not disappointed at all.,5,positive
REV12523,Smart Watch,Poor quality. The size is bad.,1,negative
REV11040,Laptop X1,Exactly as described. Customer service is great.,5,positive
REV12444,Phone Case,The delivery is bad. Arrived damaged.,1,negative
REV10405,Running Shoes,The delivery is great. Highly recommend.,5,positive
REV11154,Coffee Maker,Cheaply made. Customer service is bad.,2,negative
REV12583,Phone Case,The design is great. Exactly as described.,5,positive
REV11410,Coffee Maker,Not worth it. The build quality is bad. Terrible.,2,negative
REV11497,Wireless Earbuds,Exceeded expectations but arrived damaged. Fine i guess.,3,neutral
REV12419,Smart Watch,Fantastic. Not disappointed at all. Customer service is great.,4,positive
REV11167,Office Chair,The delivery is great. Super happy.,5,positive
REV12569,Office Chair,Mediocre. The price is fine.,3,neutral
REV10706,Office Chair,Cheaply made. The delivery is bad.,2,negative
REV12192,Coffee Maker,The build quality is great. Works perfectly. Not disappointed at all.,4,positive
REV10175,Smart Watch,The packaging is bad. Cheaply made.,2,positive
REV10977,Wireless Earbuds,The battery life is bad. Very disappointed.,1,negative
REV10130,Wireless Earbuds,Nothing special. Works perfectly but terrible.,3,neutral
REV12050,Laptop X1,Super happy but would not recommend. Neither good nor bad.,3,neutral
REV12168,Smart Watch,Super happy. The size is great.,4,positive
REV10512,Blender Pro,Not disappointed at all. Excellent. The delivery is great.,5,positive
REV11716,Coffee Maker,Works perfectly but far too slow. As expected.,3,neutral
REV10577,Backpack,Fantastic but very disappointed. Decent for the price.,3,neutral
REV11097,Blender Pro,Exactly as described but far too slow. Mediocre.,3,neutral
REV10476,Phone Case,The packaging is great. Super happy.,4,positive
REV11621,Coffee Maker,Not disappointed at all. The design is great. Very reliable.,5,positive
REV12073,Blender Pro,Worth every penny. Not disappointed at all. The design is great.,4,positive
REV11532,Laptop X1,Would not recommend. The battery life is bad.,1,negative
REV11238,Office Chair,Customer service is fine. Does the job.,3,neutral
REV10952,Running Shoes,Great. The size is great. Not disappointed at all.,4,positive
REV11679,Backpack,Very reliable. The battery life is great.,4,positive
REV10498,Desk Lamp,The design is bad. Waste of money.,1,negative
REV10777,Backpack,Super happy but very disappointed. Nothing special.,3,neutral
REV11349,Desk Lamp,Worth every penny. Not disappointed at all. The material is great.,4,positive
REV10259,Phone Case,The size is bad. Poor quality.,2,negative
REV12259,Running Shoes,Not worth it. The delivery is bad. Worst purchase.,1,negative
REV12344,Office Chair,The delivery is great. Exactly as described.,4,positive
REV11509,Desk Lamp,Okay. Fast and smooth but far too slow.,3,neutral
REV12112,Desk Lamp,Worth every penny. The material is great.,4,positive
REV11317,Coffee Maker,Would not recommend. The delivery is bad.,2,negative
REV11861,Laptop X1,The design is great. Amazing quality.,4,positive
REV10325,Running Shoes,Does the job. Amazing quality but far too slow.,3,neutral
REV10877,Running Shoes,Mediocre. The size is fine.,3,neutral
REV10646,Coffee Maker,The material is fine. As expected.,3,neutral
REV10857,Phone Case,The price is great. Worth every penny.,4,positive
REV10423,Coffee Maker,Exactly as described but stopped working. Decent for the price.,3,neutral
REV10457,Office Chair,The size is fine. Fine i guess.,3,neutral
REV12248,Laptop X1,Worth every penny but regret buying. Nothing special.,3,neutral
REV10719,Phone Case,The price is bad. Broke after a week.,2,negative
REV12121,Wireless Earbuds,The battery life is bad. Terrible.,2,negative
REV10151,Wireless Earbuds,The delivery is great. Exceeded expectations.,4,positive
REV11182,Desk Lamp,The size is great. Highly recommend.,4,positive
REV11108,Running Shoes,The material is fine. Mediocre.,3,neutral
REV12565,Coffee Maker,The packaging is great. Excellent.,5,positive
REV11601,Office Chair,The design is bad. Arrived damaged.,2,negative
REV10466,Phone Case,Fantastic. Not disappointed at all. The price is great.,4,positive
REV10530,Smart Watch,Fine i guess. Excellent but cheaply made.,3,neutral
REV10251,Desk Lamp,Decent for the price. Customer service is fine.,3,neutral
REV10937,Office Chair,The packaging is bad. Poor quality. Not worth it.,2,negative
REV10522,Blender Pro,Customer service is bad. Not worth it. Would not recommend.,2,negative
REV10552,Wireless Earbuds,The size is great. Excellent.,4,positive
REV12139,Office Chair,Customer service is fine. Nothing special.,3,neutral
REV11173,Wireless Earbuds,The material is great. Worth every penny.,5,positive
REV11657,Running Shoes,Exactly as described. Not disappointed at all. The material is great.,4,positive
REV10922,Coffee Maker,The packaging is great. Highly recommend.,5,positive
REV11577,Running Shoes,Cheaply made. The material is bad.,1,negative
REV12141,Wireless Earbuds,The packaging is bad. Poor quality.,1,negative
REV10136,Backpack,The size is bad. Stopped working.,2,negative
REV10832,Phone Case,The packaging is great. Fantastic. Not disappointed at all.,4,positive
REV11223,Smart Watch,Love it. The price is great.,5,positive
REV10316,Laptop X1,Very reliable. The design is great.,4,positive
REV12490,Office Chair,Great. The delivery is great.,4,positive
REV11546,Blender Pro,Poor quality. The size is bad.,2,negative
REV11994,Wireless Earbuds,The build quality is great. Super happy.,5,positive
REV11733,Smart Watch,Would not recommend. Not worth it. The packaging is bad.,2,negative
REV10566,Blender Pro,The packaging is bad. Cheaply made. Not worth it.,2,negative
REV10650,Coffee Maker,Amazing quality. The size is great.,4,positive
REV11225,Wireless Earbuds,The packaging is great. Fantastic.,4,positive
REV10604,Blender Pro,Excellent. The material is great.,4,positive
REV10859,Office Chair,Fast and smooth but broke after a week. Fine i guess.,3,neutral
REV11450,Laptop X1,Love it. The battery life is great.,5,positive
REV10773,Coffee Maker,Broke after a week. The price is bad.,2,negative
REV12219,Backpack,The design is great. Fantastic. Not disappointed at all.,4,negative
REV11496,Backpack,The material is bad. Very disappointed.,2,negative
REV11591,Office Chair,Highly recommend. The material is great.,4,positive
REV11707,Wireless Earbuds,Okay. Exceeded expectations but terrible.,3,neutral
REV11929,Coffee Maker,Fantastic but would not recommend. Average.,3,neutral
REV12301,Blender Pro,Amazing quality but stopped working. As expected.,3,neutral
REV10795,Desk Lamp,Arrived damaged. The price is bad.,1,negative
REV12198,Office Chair,Fine i guess. The size is fine.,3,neutral
REV11545,Smart Watch,Great. The build quality is great.,5,positive
REV10592,Blender Pro,Customer service is great. Highly recommend.,4,positive
REV10659,Running Shoes,Would not recommend. The packaging is bad.,2,negative
REV11175,Laptop X1,Neither good nor bad. The price is fine.,3,neutral
REV10411,Blender Pro,Very reliable but far too slow. Nothing special.,3,neutral
REV10288,Wireless Earbuds,The price is great. Not disappointed at all. Super happy.,5,positive
REV10363,Coffee Maker,Okay. Fast and smooth but stopped working.,3,neutral
REV12188,Phone Case,Worst purchase. Customer service is bad.,2,negative
REV10642,Wireless Earbuds,Customer service is great. Super happy.,4,positive
REV12512,Laptop X1,Very disappointed. The battery life is bad.,1,negative
REV10283,Desk Lamp,The size is great. Great.,5,positive
REV10601,Wireless Earbuds,Great. Not disappointed at all. The delivery is great.,4,positive
REV11428,Desk Lamp,The size is great. Amazing quality.,5,positive
REV10434,Blender Pro,Love it. The size is great.,4,positive
REV11333,Wireless Earbuds,Love it. The material is great.,5,positive
REV10636,Phone Case,Very reliable but far too slow. Fine i guess.,3,neutral
REV10500,Office Chair,Highly recommend. Not disappointed at all. The delivery is great.,5,positive
REV10800,Blender Pro,The price is great. Excellent.,4,positive
REV11728,Running Shoes,Far too slow. Not worth it. The size is bad.,1,negative
REV10880,Wireless Earbuds,The design is great. Works perfectly.,4,positive
REV11342,Office Chair,The material is great. Fantastic.,4,positive
REV11671,Wireless Earbuds,The build quality is great. Highly recommend.,5,positive
REV12351,Laptop X1,Not disappointed at all. The size is great. Exceeded expectations.,4,positive
REV11930,Blender Pro,The delivery is great. Exceeded expectations.,5,positive
REV10689,Running Shoes,Far too slow. The delivery is bad.,2,negative
REV12324,Phone Case,Customer service is bad. Not worth it. Broke after a week.,1,negative
REV11649,Office Chair,As expected. The material is fine.,3,neutral
REV10748,Desk Lamp,Works perfectly. The price is great.,5,positive
REV11125,Laptop X1,Works perfectly. The packaging is great.,5,positive
REV11990,Laptop X1,Very reliable. The design is great.,4,positive
REV11599,Blender Pro,Terrible. The build quality is bad.,2,negative
REV12402,Office Chair,Fantastic. The design is great.,5,positive
REV10427,Wireless Earbuds,The design is bad. Far too slow.,2,negative
REV10254,Backpack,Customer service is bad. Would not recommend.,1,negative
REV11576,Smart Watch,The delivery is great. Super happy.,4,positive
REV11160,Blender Pro,Highly recommend but worst purchase. Average.,3,neutral
REV10785,Laptop X1,The build quality is bad. Arrived damaged.,1,negative
REV10621,Desk Lamp,Fantastic. The build quality is great.,4,positive
REV10623,Office Chair,Customer service is great. Fast and smooth.,5,positive
REV11316,Wireless Earbuds,The delivery is great. Exceeded expectations.,5,positive
REV12008,Blender Pro,Worth every penny. Customer service is great.,5,positive
REV12150,Wireless Earbuds,Customer service is fine. Okay.,3,neutral
REV11245,Desk Lamp,Not worth it. The packaging is bad. Very disappointed.,1,negative
REV11476,Blender Pro,The design is great. Not disappointed at all. Super happy.,5,positive
REV11710,Phone Case,Exactly as described but stopped working. Fine i guess.,3,neutral
REV10655,Blender Pro,Fantastic but would not recommend. Does the job.,3,neutral
REV11585,Desk Lamp,Super happy. The packaging is great.,4,positive
REV10349,Backpack,The battery life is great. Exactly as described.,5,positive
REV11449,Blender Pro,Worth every penny. Customer service is great.,5,positive
REV10620,Desk Lamp,Super happy. The size is great.,4,positive
REV11883,Coffee Maker,The battery life is great. Super happy.,4,positive
REV10988,Smart Watch,The build quality is bad. Arrived damaged.,1,negative
REV11754,Laptop X1,The size is great. Works perfectly. Not disappointed at all.,5,positive
REV11354,Phone Case,Customer service is great. Very reliable.,5,positive
REV10677,Office Chair,The battery life is bad. Stopped working.,2,neutral
REV12553,Desk Lamp,Works perfectly. The design is great.,4,positive
REV10326,Coffee Maker,The build quality is great. Highly recommend.,5,positive
REV10524,Smart Watch,Amazing quality. Not disappointed at all. The build quality is great.,4,positive
REV12428,Running Shoes,The battery life is fine. Okay.,3,neutral
REV11907,Desk Lamp,Arrived damaged. Customer service is bad.,1,negative
REV12563,Running Shoes,Okay. Customer service is fine.,3,neutral
REV10220,Smart Watch,Neither good nor bad. The delivery is fine.,3,neutral
REV10056,Phone Case,Amazing quality. The battery life is great.,5,positive
REV11112,Laptop X1,The delivery is great. Love it.,4,positive
REV11493,Laptop X1,Terrible. The delivery is bad.,2,negative
REV10207,Desk Lamp,The battery life is bad. Not worth it. Far too slow.,2,negative
REV12235,Laptop X1,Cheaply made. The material is bad.,1,negative
REV10696,Wireless Earbuds,Highly recommend. Not disappointed at all. The material is great.,4,positive
REV10502,Running Shoes,Customer service is great. Amazing quality.,4,positive
REV12531,Wireless Earbuds,Neither good nor bad. The material is fine.,3,positive
REV11551,Running Shoes,The battery life is bad. Not worth it. Would not recommend.,2,negative
REV10969,Blender Pro,The size is fine. As expected.,3,neutral
REV11141,Wireless Earbuds,Not disappointed at all. The delivery is great. Fantastic.,4,positive
REV11688,Desk Lamp,Excellent. The material is great.,4,positive
REV10088,Running Shoes,Customer service is great. Works perfectly.,4,positive
REV11562,Phone Case,Mediocre. Fantastic but far too slow.,3,neutral
REV11257,Desk Lamp,Excellent. The price is great.,4,positive
REV11676,Smart Watch,Very reliable. The battery life is great.,5,positive
REV11735,Coffee Maker,The packaging is fine. Does the job.,3,neutral
REV12494,Laptop X1,The price is great. Not disappointed at all. Very reliable.,4,positive
REV10477,Blender Pro,Terrible. Customer service is bad.,1,negative
REV11705,Laptop X1,The price is bad. Cheaply made.,1,negative
REV10473,Smart Watch,Not disappointed at all. The delivery is great. Great.,4,positive
REV11873,Blender Pro,The design is bad. Not worth it. Terrible.,2,negative
REV10844,Phone Case,Works perfectly. The price is great.,4,positive
REV10702,Desk Lamp,The design is bad. Far too slow.,1,negative
REV10333,Blender Pro,Fast and smooth. The design is great.,5,positive
REV11046,Wireless Earbuds,Fast and smooth. The design is great.,4,positive
REV12389,Running Shoes,Customer service is fine. Average.,3,neutral
REV11610,Wireless Earbuds,Amazing quality. The build quality is great.,4,positive
REV11898,Desk Lamp,The build quality is great. Great.,4,positive
REV11259,Office Chair,Amazing quality but regret buying. Does the job.,3,neutral
REV11395,Smart Watch,The delivery is great. Not disappointed at all. Fantastic.,5,positive
REV11695,Wireless Earbuds,The size is great. Not disappointed at all. Worth every penny.,4,positive
REV11194,Office Chair,Does the job. Amazing quality but very disappointed.,3,neutral
REV11718,Blender Pro,The material is bad. Not worth it. Regret buying.,2,negative
REV12204,Backpack,Customer service is great. Highly recommend.,4,positive
REV10505,Blender Pro,Exceeded expectations but worst purchase. Fine i guess.,3,neutral
REV12037,Office Chair,Very reliable. Customer service is great.,4,positive
REV10358,Backpack,Excellent. The packaging is great.,4,positive
REV10036,Running Shoes,Far too slow. The size is bad.,1,negative
REV11110,Wireless Earbuds,Not worth it. The build quality is bad. Far too slow.,1,negative
REV12521,Blender Pro,The price is great. Highly recommend.,5,positive
REV11689,Laptop X1,Not disappointed at all. The delivery is great. Worth every penny.,4,positive
REV10514,Desk Lamp,Would not recommend. The size is bad.,2,negative
REV11086,Laptop X1,Waste of money. The design is bad.,2,negative
REV10794,Smart Watch,Excellent. The size is great. Not disappointed at all.,5,positive
REV11457,Coffee Maker,The packaging is great. Amazing quality.,4,positive
REV11838,Smart Watch,The build quality is bad. Regret buying.,2,negative
REV10996,Wireless Earbuds,Not worth it. Broke after a week. Customer service is bad.,1,negative
REV11508,Running Shoes,The size is bad. Far too slow.,1,negative
REV11661,Smart Watch,Regret buying. The battery life is bad.,1,negative
REV10499,Smart Watch,The price is fine. Neither good nor bad.,3,neutral
REV12382,Wireless Earbuds,Highly recommend. The battery life is great. Not disappointed at all.,5,positive
REV10751,Smart Watch,The battery life is great. Works perfectly.,4,positive
REV12003,Blender Pro,Poor quality. The price is bad.,2,negative
REV10246,Backpack,The material is great. Love it.,5,positive
REV11164,Coffee Maker,Exactly as described. The size is great.,4,positive
REV11397,Laptop X1,Not disappointed at all. The design is great. Fantastic.,5,positive
REV10779,Wireless Earbuds,The size is bad. Terrible.,2,negative
REV10930,Coffee Maker,The material is fine. Nothing special.,3,neutral
REV11190,Smart Watch,Worth every penny. The material is great. Not disappointed at all.,4,positive
REV12525,Coffee Maker,Not worth it. Far too slow. The design is bad.,1,negative
REV11138,Desk Lamp,Worst purchase. Not worth it. The material is bad.,2,negative
REV10185,Running Shoes,The battery life is bad. Regret buying.,1,negative
REV12362,Running Shoes,Exceeded expectations but broke after a week. Does the job.,3,neutral
REV11296,Wireless Earbuds,Not disappointed at all. Customer service is great. Fantastic.,5,positive
REV12118,Blender Pro,The packaging is great. Worth every penny. Not disappointed at all.,4,positive
REV12227,Coffee Maker,Mediocre. Super happy but far too slow.,3,neutral
REV11248,Laptop X1,The build quality is fine. Neither good nor bad.,3,neutral
REV11281,Laptop X1,The delivery is fine. Decent for the price.,3,neutral
REV10087,Wireless Earbuds,Exactly as described. The material is great.,5,positive
REV12418,Backpack,Very reliable. Not disappointed at all. The delivery is great.,4,positive
REV11290,Wireless Earbuds,Highly recommend. The material is great.,4,positive
REV10452,Running Shoes,The delivery is bad. Poor quality.,1,negative
REV10983,Office Chair,The price is great. Exactly as described.,5,positive
REV11790,Backpack,Would not recommend. The material is bad.,1,negative
REV12437,Smart Watch,Not worth it. The battery life is bad. Broke after a week.,1,negative
REV10460,Backpack,Excellent but worst purchase. As expected.,3,neutral
REV10619,Desk Lamp,Not disappointed at all. Super happy. The build quality is great.,4,positive
REV11575,Running Shoes,The design is great. Very reliable.,5,positive
REV12295,Smart Watch,Excellent. The price is great.,5,positive
REV10784,Running Shoes,Customer service is great. Great.,4,positive
REV12466,Laptop X1,Not disappointed at all. Excellent. The material is great.,5,positive
REV10672,Running Shoes,Super happy. The packaging is great.,4,positive
REV10395,Office Chair,Average. Amazing quality but regret buying.,3,neutral
REV11313,Coffee Maker,The packaging is great. Love it.,4,positive
REV11364,Wireless Earbuds,Highly recommend. The packaging is great.,5,positive
REV12305,Backpack,Worst purchase. The design is bad. Not worth it.,2,negative
REV10594,Desk Lamp,Not disappointed at all. The packaging is great. Super happy.,5,positive
REV10925,Phone Case,Excellent. The design is great.,4,positive
REV12127,Desk Lamp,The battery life is fine. Neither good nor bad.,3,neutral
REV12290,Laptop X1,Fantastic but poor quality. Average.,3,neutral
REV10865,Laptop X1,The packaging is bad. Waste of money.,2,negative
REV11386,Laptop X1,Highly recommend. The size is great.,4,positive
REV12267,Phone Case,Mediocre. The battery life is fine.,3,neutral
REV10928,Blender Pro,The material is great. Super happy. Not disappointed at all.,4,positive
REV10613,Phone Case,The material is great. Not disappointed at all. Very reliable.,4,positive
REV10767,Desk Lamp,Fine i guess. Highly recommend but poor quality.,3,neutral
REV11748,Running Shoes,Fast and smooth but broke after a week. As expected.,3,neutral
REV10260,Smart Watch,Does the job. Works perfectly but regret buying.,3,neutral
REV12318,Running Shoes,The delivery is bad. Terrible.,1,negative
REV11820,Smart Watch,Fantastic but terrible. Fine i guess.,3,neutral
REV12157,Phone Case,Exactly as described. The build quality is great.,5,positive
REV11618,Smart Watch,Fantastic. The packaging is great.,4,positive
REV10313,Coffee Maker,Mediocre. Worth every penny but very disappointed.,3,neutral
REV10398,Coffee Maker,Neither good nor bad. The battery life is fine.,3,neutral
REV11213,Blender Pro,The price is bad. Stopped working.,2,negative
REV10760,Phone Case,The size is great. Highly recommend.,5,positive
REV10300,Coffee Maker,Super happy. The packaging is great.,5,positive
REV11643,Coffee Maker,Would not recommend. The design is bad.,2,negative
REV10345,Blender Pro,Neither good nor bad. The price is fine.,3,neutral
REV12159,Wireless Earbuds,Customer service is great. Fantastic.,4,positive
REV10792,Laptop X1,The battery life is great. Fantastic.,4,positive
REV10195,Wireless Earbuds,Fast and smooth but far too slow. As expected.,3,neutral
REV10897,Desk Lamp,Fantastic. The design is great. Not disappointed at all.,4,positive
REV12117,Running Shoes,Does the job. Exceeded expectations but far too slow.,3,neutral
REV11131,Phone Case,Not worth it. Terrible. The price is bad.,1,negative
REV10179,Phone Case,Customer service is bad. Far too slow.,2,negative
REV11256,Backpack,Waste of money. The packaging is bad.,2,negative
REV10571,Desk Lamp,Not worth it. The delivery is bad. Stopped working.,2,negative
REV12020,Desk Lamp,Customer service is bad. Far too slow.,2,negative
REV11030,Laptop X1,The delivery is great. Fast and smooth.,4,positive
REV11373,Backpack,Mediocre. The material is fine.,3,neutral
REV12023,Backpack,Super happy. The material is great.,5,positive
REV10654,Running Shoes,Nothing special. The battery life is fine.,3,neutral
REV12597,Wireless Earbuds,Worth every penny. The material is great.,4,positive
REV11813,Backpack,The price is bad. Cheaply made.,2,negative
REV10169,Coffee Maker,Love it. Not disappointed at all. The design is great.,4,positive
REV10869,Wireless Earbuds,The price is great. Amazing quality.,5,positive
REV10117,Phone Case,The build quality is great. Not disappointed at all. Worth every penny.,5,positive
REV10352,Coffee Maker,The size is great. Amazing quality.,5,positive
REV10397,Desk Lamp,The size is great. Great. Not disappointed at all.,5,positive
REV12520,Office Chair,Super happy. The packaging is great.,5,positive
REV11006,Phone Case,Exactly as described. The delivery is great.,4,positive
REV11762,Smart Watch,Average. Exceeded expectations but poor quality.,3,neutral
REV11704,Desk Lamp,Worst purchase. The build quality is bad.,1,negative
REV10156,Laptop X1,Not disappointed at all. Super happy. The size is great.,4,positive
REV10855,Wireless Earbuds,The battery life is great. Works perfectly.,5,positive
REV10535,Blender Pro,Super happy. Customer service is great.,5,positive
REV12503,Laptop X1,The material is great. Fast and smooth.,4,positive
REV10599,Blender Pro,The price is bad. Not worth it. Cheaply made.,2,negative
REV10465,Office Chair,Worth every penny. The battery life is great.,4,positive
REV12134,Phone Case,Fantastic. Customer service is great. Not disappointed at all.,4,positive
REV12181,Wireless Earbuds,Super happy. The price is great. Not disappointed at all.,5,positive
REV10660,Desk Lamp,The size is great. Fantastic.,4,positive
REV11970,Blender Pro,Poor quality. The battery life is bad.,1,negative
REV10953,Office Chair,The delivery is bad. Far too slow.,1,negative
REV10526,Laptop X1,The build quality is great. Amazing quality. Not disappointed at all.,5,positive
REV12325,Office Chair,The material is great. Amazing quality.,4,positive
REV11809,Phone Case,The packaging is great. Amazing quality.,5,positive
REV12514,Office Chair,Exceeded expectations. Not disappointed at all. The battery life is great.,4,positive
REV10569,Coffee Maker,Worth every penny. The design is great.,5,positive
REV11604,Phone Case,The delivery is great. Works perfectly.,5,positive
REV10020,Desk Lamp,The price is fine. Fine i guess.,3,neutral
REV10876,Wireless Earbuds,The battery life is great. Not disappointed at all. Super happy.,4,positive
REV10144,Desk Lamp,The battery life is bad. Poor quality. Not worth it.,2,negative
REV12182,Running Shoes,Fast and smooth. Customer service is great.,4,positive
REV11458,Running Shoes,Works perfectly but far too slow. Neither good nor bad.,3,neutral
REV11472,Running Shoes,The battery life is great. Not disappointed at all. Very reliable.,5,positive
